x1,x2,x3,x4,x5,x6,x7,x8,x9
7.6775042072400534,11.143151753261842,10.811285817237168,12.158661418960879,5.379755294527275,3.5228627579562226,10.283247327122208,10.265571170756942,10.66743071501127
9.936474344296746,10.506662577750847,8.513411653830392,9.50280463893034,4.045577229865616,0.6991715119467954,9.039524682058811,9.108387605086078,9.055281600148575
13.717886614396855,3.4751276970700653,9.097887993224019,11.911595927915114,9.829789821828662,13.76924377601328,5.116787720131951,4.935739576587179,5.962653443651633
19.96655403179351,9.130304833847653,9.776326196250075,11.36297758668789,13.714058666431391,17.121651348539576,8.861045672279278,8.946341432533902,8.44171261534435
7.5005165564539755,15.296728422924913,15.995634846357705,17.3250951047272,10.384680940007984,8.519823775099011,14.975962389262254,14.897957392009353,15.579576503876037
9.415622601970956,13.135662581444688,11.90525151857186,12.784160930992645,7.020639705676188,3.9569367208241197,12.051078418374312,12.069985851346049,12.257026108327317
17.586769012294383,8.117252525027798,3.653804032146231,4.660106406337333,9.139009748668212,11.639919596586042,6.01823799463994,6.312630397863303,4.646523266814929
7.675356130752153,14.714633045669554,15.076642057645213,16.335329919011773,9.547913323285568,7.507357773470226,14.251714823222752,14.190491135683917,14.788816615724084
11.002165662613903,1.9459240191148142,5.509425998358419,8.511728909142816,4.921838427323527,8.83748621942148,0.89759378608232,0.5960986405226246,2.3734999607075893
9.171835020260982,15.312958781573188,14.886417451928171,15.85801204055581,9.671048423487488,7.012971260433917,14.579930806117124,14.554718791210428,14.961294459378633
11.11230105194814,1.92979632626671,5.477875975624805,8.482528788565492,5.014160751590012,8.922636169288669,0.8258842761083743,0.5106351339618388,2.31087906332344
16.734769935348982,8.157183168817184,2.056837181687853,3.010570800480545,7.8622164374538235,10.008162145020693,5.727084929968708,6.050993571237026,4.241232261131786
20.410980449413252,13.798841010502894,6.502358219532249,3.499811244545742,11.069703655830459,11.057850539026072,11.207229202260725,11.53137262145372,9.78498654256273
17.462081786288707,12.500506043745492,5.583972648540566,3.397349142851887,8.33460390007544,7.5997239915322385,9.926635452100209,10.219283240700236,8.737400047564398
9.350001479794686,5.961122442941315,5.685609043728408,7.955819943046363,0.5370173343340264,4.498236323655683,4.5374482805366485,4.569704368404643,4.858360028843372
3.9813659997763766,12.06361714371148,14.09520027146356,15.967034279298685,8.239634048889224,7.887316926033522,12.16705404930627,12.032488400651946,13.015033128129497
18.223843916653287,8.551176340950997,4.38092444972543,5.174947151589929,9.857679508924532,12.370905244029982,6.573442330486218,6.856073881576691,5.252286366450368
12.101248010731988,1.2980529624593025,7.309024859330239,10.262026375700506,7.466766753944734,11.407888214106345,2.8889942104837694,2.6593504383014195,4.007769886107801
12.149677427248436,10.562102590432275,6.8086837004739635,7.244987814747943,4.3127212966104755,1.8161980872895342,8.587538449428262,8.742571884837929,8.192323915587917
6.0867405399030465,7.29679601376252,13.781462162900363,16.685045772777983,9.898744432125286,12.919837772645376,9.387845966320375,9.071762377051936,10.862139598680718
14.35305609847729,11.607806467930153,6.367785334013325,5.8712611891821425,5.951492223800775,4.021968153296461,9.325222343249509,9.54278238818323,8.586925366892482
8.612943078206248,11.709888116636467,10.780952572306477,11.901527952828676,5.6581912284419795,3.0729715061524154,10.666581915016732,10.676067413130344,10.928224037160096
10.124689083132612,12.91091101923963,11.143139166484676,11.868504927605303,6.597013453000056,3.1480315960919127,11.637902146658037,11.683671816780116,11.726719164926925
8.675864462393594,2.7312114448211746,7.154895843770856,10.045615971917929,4.221330594917357,8.100232416628035,3.1455717114893074,2.8989551538958955,4.47466296814949
7.680322548426053,6.902928468166811,7.554444388584511,9.680222091544003,1.7234359068894864,4.148895923875981,6.051215732562903,6.009689831413307,6.6132642547105815
6.093638604794962,10.860752065625565,17.19909681014809,20.045194424372045,12.831622442294789,15.325831136331347,12.913214082031788,12.601585786697276,14.376414534375646
0.6546230170176057,10.804635357268797,15.180836500190042,17.635985115676643,9.71989473104538,11.073265000985453,11.897633197588156,11.6595123566138,13.131507546616781
2.490492164853652,10.689137306926849,13.536524056400172,15.67193093977816,7.737647500367937,8.268441026196534,11.086216923236268,10.916034982129817,12.077414628432866
6.9196867980227825,3.951085710141389,9.665041676823606,12.545915450788874,6.022740009751064,9.508884669351007,5.464446563387635,5.171457086173222,6.888415470866849
20.35207954553275,14.340817809231048,7.039744373592255,4.0679714172868495,11.081838482434014,10.649678170444414,11.732275396893538,12.05052260909335,10.35914946197702
